"Symbol","Company Name","Wtd Sortino Score"
"KSD","KSD","-11.59165866078"
"CDN","Danang Port JSC","-11.98139638291"
"CNG","CNG Vietnam JSC","-12.16398733118"
"AGR","AgriBank Securities JSC","-13.19881738261"
"CVT","CMC JSC","-13.20442728231"
"VNR","Vietnam National Reinsurance","-13.86617553532"
"SBT","Thanh Thanh Cong Tay Ninh JSC","-14.26082065142"
"CCI","CuChi Commercial and Industrial Developing Investment JSC","-14.38074864244"
"VNM","Vietnam Dairy Products JSC","-14.88160767901"
"PRE","PVI Reinsurance Corp.","-15.31705452516"
"LIX","Lix Detergent JSC","-15.62605953241"
"TCM","Thanh Cong Textile Garment Investment Trading JSC","-15.65422685987"
"REE","Refrigeration Electrical Engineering Corp","-15.78436455487"
"MAS","Danang Airport Services JSC","-16.07090411225"
"KHP","Khanh Hoa Power JSC","-16.73454768707"
"CIA","Cam Ranh International Airport Services JSC","-16.7363403785"
"INN","Agriculture Printing and Packaging JSC","-16.81331901286"
"FMC","Sao Ta Foods JSC","-17.01801648271"
"NBP","NinhBinh Thermal Power JSC","-18.10043469157"
"VNL","Vinalink International Freight Forwarders","-18.34137828493"
"HAG","Hoang Anh Gia Lai JSC","-18.58298349732"
"MIG","Military Insurance Corp","-19.3351573934"
"HUT","HUD - TASCO","-19.64014342202"
"ACB","Asia Commercial Bank","-20.22624725238"
"L18","Construction And Investment JSC No 18","-20.24627769154"
"PAC","Dry Cell and Storage Battery JSC","-20.50796436184"
"KSB","Binh Duong Mineral and Construction JSC","-20.97501330905"
"NDX","DA NANG HOUSIN","-21.53341822175"
"GAS","Petrovietnam Gas JSC","-21.61823473781"
"PVB","PetroVietnam Coating JSC","-21.71098688953"
"DHM","Duong Hieu Trading and Mining JSC","-21.8309759664"
"IDI","International Development & Investment Corp","-21.89569336274"
"ASG","ASG Corp","-22.24118927553"
"FUEVFVND","VFMVN Diamond ETF","-22.99773989235"
"APS","Asia Pacific Securities JSC","-23.01426711064"
"SCG","SCG Construction JSC","-23.13068479751"
"GSP","International Gas Product Shipping JSC","-23.65560183057"
"DMC","DOMESCO Medical Import Export JSC","-23.73089089359"
"VHC","Vinh Hoan Corp","-23.80150015702"
"GEG","Gia Lai Electricity JSC","-23.90304820997"
"OGC","Ocean Group JSC","-23.95534762506"
"GTA","Thuan An Wood Processing JSC","-24.04014786883"
"HLC","Vinacomin Ha Lam Coal JSC","-24.23555493948"
"HCM","Ho Chi Minh City Securities Corp","-24.28853096487"
"VCF","Vinacafe Bien Hoa JSC","-24.92721303695"
"RAL","Rangdong Light source and Vacuum flask JSC","-25.13512615743"
"PLX","Vietnam National Petroleum Group","-25.66709206321"
"SHE","Son Ha Development of Renewable Energy JSC","-25.7561201719"
"KBC","Kinh Bac City Development Share Holding Corp","-25.84028291408"
"BAF","BAF Viet Nam Agriculture JSC","-26.00989215181"
"HHV","Deo Ca Traffic Infrastructure Investment JSC","-26.10634997652"
"HT1","Ha Tien 1 Cement JSC","-26.43575309987"
"PET","PetroVietnam General Services Corp","-26.7219569551"
"NBC","Vinacomin NuiBeo Coal JSC","-26.85275989279"
"VIG","VICS","-27.23244394684"
"OCH","OCH.JSC","-27.24890015442"
"HAH","Hai An Transport and Stevedoring JSC","-27.29478461815"
"TV4","Power Engineering Consulting JSC 4","-27.71411092398"
"DHA","Hoa An JSC","-27.74740016993"
"NLG","Nam Long Investment Corp","-28.15484419346"
"MBB","Military Commercial Joint Stock Bank","-28.27208983358"
"BVH","BaoViet Holdings","-28.91710564939"
"DBT","Ben Tre Pharmaceutical JSC","-29.23307578238"
"KDH","Khang Dien House Trading and Investment JSC","-29.30093021037"
"HAX","Hang Xanh Motors Service JSC","-29.66669232751"
"NNC","Nui Nho Stone JSC","-29.85269987411"
"AAA","An Phat Plastic and Green Environment JSC","-30.07700408662"
"VNI","VN Index","-30.24093757792"
"LPB","Lien Viet Post Joint Stock Commercial Bank","-30.318303335"
"APG","APG Securities Joint Stock Co","-30.33184180961"
"CSM","Southern Rubber Industry JSC","-30.83970180255"
"DIH","Development Investment Construction Hoi An JSC","-30.96201787561"
"ITD","Innovative Technology Development Corp","-31.08483665845"
"CMG","CMC Corp","-31.16562476761"
"HSL","Hong Ha Son La Processing Agricutural Product JSC","-31.56624598397"
"PPC","Pha Lai Thermal Power JSC","-31.89590856917"
"SGR","Saigon Real Estate JSC","-32.1305016595"
"SJD","Can Don Hydro Power JSC","-33.28299491642"
"ELC","Elcom Technology Communications Corp","-33.41276472653"
"IMP","Imexpharm Corp","-34.47525152067"
"PGC","Petrolimex Gas Corp JSC","-34.49194413067"
"NTL","Tu Liem Urban Development JSC","-34.53013302418"
"VGC","Viglacera Corp JSC","-34.77894868754"
"PBP","Petrovietnam Pac","-35.65678057405"
"ORS","Tien Phong Securities Corp","-35.67250836573"
"TEG","Truong Thanh Energy and Real Estate JSC","-36.42010808375"
"HVH","HVC Investment and Technology JSC","-36.46775484234"
"OCB","Orient Commercial JS Bank","-36.65524639511"
"BHN","Hanoi Beer Alcohol and Beverage JSC","-36.7470839801"
"VJC","Vietjet Aviation JSC","-37.08610237973"
"HDG","Ha Do Group JSC","-37.12384413232"
"TNG","Tng Investment And Trading JSC","-37.36594793573"
"BTP","Ba Ria Thermal Power JSC","-37.63689927002"
"FTS","FPT Securities JSC","-37.9530411445"
"IDJ","IDJ FINANCIAL","-38.03698617498"
"BVS","Baoviet Securities Company","-39.05927994168"
"DPR","Dong Phu Rubber JSC","-39.96644552242"
"QTC","Quang Nam Transportation Construction JSC","-40.0513203176"
"VSC","Vietnam Container Shipping JSC","-40.15249890792"
"NTP","Tien Phong Plastic JSC","-40.33576985294"
"VCI","Viet Capital Securities JSC","-40.54904724306"
"HTV","Logistics Vicem JSC","-40.67258110572"
"BCC","Bim Son Cement JSC","-41.28482072061"
"DCM","Petrovietnam Camau Fertilizer","-41.59226028638"
"VNG","Thanh Thanh Cong Tourist JSC","-41.62816291284"
"CTI","CuongThuan Idico Development Investment Corp","-41.94271499542"
"PAN","PAN Group JSC","-42.09136826963"
"SAV","Savimex Corp","-42.53366649739"
"TCB","Vietnam Technological And Commercial Joint Stock Bank","-42.94487823412"
"FCN","Fecon Foundation Engineering and Underground Construction JSC","-43.15257902444"
"C32","CIC39 Corp","-43.96164760265"
"PGV","Power Generation Corp 3","-44.1255596123"
"PNJ","Phu Nhuan Jewelry JSC","-44.17182289216"
"VHM","Vinhomes JSC","-44.25446309278"
"DCL","Cuu Long Pharmaceutical JSC","-44.88218185903"
"NAF","Nafoods Group JSC","-44.89542231628"
"DQC","Dien Quang JSC","-45.29703351285"
"MBS","MB Securities JSC","-45.37579713725"
"BMC","Binh Dinh Minerals JSC","-45.65588691742"
"NHH","Hanoi Plastics JSC","-45.97349142668"
"DTD","Thanh Dat Investment Development JSC","-46.08384426995"
"IDC","Idico Corporation JSC","-46.23092449029"
"ICT","Telecoms & Informatics JSC","-46.24646163619"
"S99","SCI JSC","-46.87009492009"
"THG","Tien Giang Investment and Construction JSC","-47.12154678075"
"HCD","Hcd Investment Producing and Trading JSC","-47.30596972955"
"DRC","Danang Rubber JSC","-47.39149709258"
"SD9","Song Da No. 9 JSC","-47.4148937604"
"SRF","Searefico Corp","-47.75589027828"
"CSV","South Basic Chemicals JSC","-47.78123321004"
"SSI","SSI Securities Corp","-48.23351123406"
"VFG","Viet Nam Fumigation JSC","-48.40318472796"
"VCG","Vietnam Construction and Import Export JSC","-48.50234294785"
"TPB","Tien Phong Commercial Joint Stock Bank","-48.50955281218"
"VC3","Vietnam Construction JSC No. 3","-48.77613138933"
"TDT","TDT Investment and Development JSC","-48.8193456651"
"TCT","Tay Ninh Cable Car Tour Co.","-48.86905897298"
"PVG","Petro Vietnam LPG JSC","-48.94543916865"
"ACL","Cuulong Fish JSC","-49.55459054341"
"NVT","Ninh Van Bay Travel Real Estate JSC","-49.95207970404"
"TV3","Power Engineering Consulting JSC 3","-50.12865498896"
"BMI","BaoMinh Insurance Corp","-51.06692182122"
"VOS","Vietnam Ocean Shipping JSC","-51.06800530849"
"DPM","PetroVietnam Fertilizer and Chemicals Corp","-51.07877155213"
"SBV","Siam Brothers Vietnam JSC","-51.27635128764"
"VDL","Lam Dong Foodstuff JSC","-52.30186365208"
"CII","Ho Chi Minh City Infrastructure Investment JSC","-52.38079332271"
"DAG","Dong A Plastic Group JSC","-52.42655532929"
"HUB","Thua Thien Hue Construction Joint Stock Corp","-52.62704466703"
"KPF","Hoang Minh Finance Investment JSC","-52.75507138604"
"LHG","Long Hau Corp","-52.98558945121"
"TTA","Truong Thanh Development & Construction Investment JSC","-53.02385916829"
"TIP","Tin Nghia Industrial Park Development JSC","-53.53335831261"
"PSI","Petrovienam Securities Inc","-54.02583430803"
"SZC","Sonadezi Chau Duc Shareholding Co","-54.07437527957"
"AGG","An Gia Real Estate Investment and Development Corp","-54.33880624943"
"PHR","Phuoc Hoa Rubber JSC","-54.73447727112"
"EVF","EVN Finance JSC","-55.05250243216"
"VMC","Vimeco JSC","-55.19388014751"
"PTI","POST TELECOMMU","-55.26000060621"
"PSH","Nam Song Hau Trading Investing Petroleum JSC","-56.12867535853"
"HDC","Ba Ria Vung Tau House Development JSC","-56.24244726731"
"SFI","Sea & Air Freight International","-57.24585162349"
"NDN","DANANG HOUSING","-57.38482276272"
"ITC","Investment and Trading of Real Estate JSC","-57.68716979996"
"UIC","Idico Urban and House Development JSC","-58.1875361859"
"TVS","Thien Viet Securities JSC","-58.2902682466"
"TCD","Transport and Industry Development Investment JSC","-58.47822454563"
"HPG","Hoa Phat Group JSC","-58.50229264865"
"EIB","Vietnam Export Import Commercial Joint Stock Bank","-58.55983914602"
"VIC","Vingroup JSC","-58.58769092956"
"VTV","Vicem Energy and Environment JSC","-58.86860431936"
"HHS","Hoang Huy Investment Services JSC","-59.12306291093"
"TYA","Taya Vietnam Electric Wire and Cable JSC","-59.3034873098"
"HBS","HBS","-59.79416196475"
"HVN","Vietnam Airlines JSC","-59.96590408309"
"TRC","Tay Ninh Rubber JSC","-60.57017234566"
"SD5","Song Da No. 5 JSC","-60.62198038978"
"VIB","Viet Nam International Commercial Joint Stock Bank","-60.7600795313"
"DPG","Dat Phuong JSC","-61.01443428213"
"SHB","Sai Gon Ha Noi Commercial Joint Stock Bank","-61.46121997506"
"TMS","Transimex Saigon Corp","-61.84567249859"
"HSG","Hoasen Group","-62.12156939449"
"VIX","VIX Securities JSC","-62.52452757722"
"TAR","Trung An Hi-Tech Farming JSC","-62.76637964184"
"SCR","Saigon Thuong Tin Real Estate JSC","-63.9139901651"
"ASP","An Pha Petroleum Group JSC","-64.81379545413"
"IJC","Becamex Infrastructure Development JSC","-64.95981086506"
"LAS","LAM THAO FERTI","-65.07346413101"
"BTS","But Son Cement JSC","-65.09743117747"
"FCM","Fecon Mining JSC","-65.13492083676"
"LBM","Lam Dong Mineral and Building Material JSC","-65.33567089691"
"BFC","Binh Dien Fertilizer JSC","-65.46435454694"
"HAR","An Duong Thao Dien Real estate Trading Investment JSC","-65.90753195784"
"VRC","Vrc Real Estate and Investment JSC","-66.03923680572"
"DBC","Dabaco","-66.57019136408"
"VID","Vien Dong Investment Development Trading Corp","-66.67189412429"
"SHA","Son Ha Sai Gon JSC","-67.23049566072"
"JVC","Japan Vietnam Medical Instrument JSC","-67.25889842194"
"GDT","Duc Thanh Wood Processing JSC","-67.33718549119"
"MBG","MBG Group JSC","-68.09704355089"
"RDP","RangDong Plastic JSC","-68.13135539758"
"NKG","Nam Kim Steel JSC","-68.2829787376"
"TNH","Thai Nguyen International Hospital JSC","-68.93130809949"
"YEG","YEAH1 Group Corp","-69.87811817713"
"MSB","Vietnam Maritime Commercial JS Bank","-70.31364277564"
"DXP","Doan Xa Port JSC","-71.0970092478"
"TN1","TNS Holdings JSC","-71.41022682314"
"IVS","Guotai Junan Securities Vietnam Corp","-71.57084590621"
"STK","Century Synthetic Fiber Corp","-71.63142929292"
"HOM","HOM","-72.24330410847"
"BCG","Bamboo Capital JSC","-72.266358937"
"DHC","Dong Hai JSC of Bentre","-72.54592996385"
"GVR","Vietnam Rubber Group Ltd","-72.82451342993"
"CMX","Camimex Group JSC","-72.934000178"
"SJS","Song Da Urban & Industrial Zone Investment and Development JSC","-72.97655540863"
"PSE","SouthEast Petrovietnam Fertilizer and Chemicals JSC","-73.70159035384"
"CCL","Cuu Long Petro Urban Development and Investment Corp","-74.50570325736"
"MSN","Masan Group Corp","-74.72130935882"
"TDC","Binh Duong Trade and Development JSC","-74.74760208905"
"SVN","Vexilla Viet Nam Group JSC","-75.78119791961"
"WSS","WSS","-76.57293842163"
"D2D","Industrial Urban Development JSC No 2","-77.96343871262"
"DXG","Dat Xanh Real Estate Service Contructions Corp","-78.29273718038"
"TV2","Power Engineering Consulting JSC 2","-78.71118406937"
"TIG","THANGLONG INVE","-79.42900991437"
"ADS","Damsan JSC","-79.90983140555"
"HMC","Hochiminh City Metal Corp","-80.09258088314"
"KHG","Khai Hoan Land Group JSC","-80.14890120315"
"VPH","Van Phat Hung Corp","-80.36224109598"
"IDV","VinhPhuc Infrastructure Development JSC","-80.53986805572"
"VCS","Vicostone JSC","-80.81595731814"
"HNG","Hoang Anh Gia Lai Agricultural JSC","-80.82567424603"
"MSH","Song Hong Garment JSC","-82.4421359017"
"NBB","577 Investment Corp","-82.46246469767"
"ASM","Sao Mai Group Corp","-83.02232207127"
"VGS","VGS","-83.98749309908"
"TNI","Thanh Nam Group JSC","-84.96481387051"
"LDP","Lam Dong Pharmaceutical JSC","-85.02609864313"
"DST","Sao Thang Long Investment JSC","-85.04060534975"
"NHA","Ha Noi South Housing and Urban Development Corp","-85.25301205288"
"PTB","Phu Tai JSC","-85.47153175146"
"CRC","Create Capital Vietnam Limited JSC","-85.62198578063"
"AMV","American Vietnamese Biotech Inc","-85.65420297632"
"OPC","OPC Pharmaceutical JSC","-85.72001288268"
"DIG","Development Investment Construction JSC","-85.98642488385"
"GEX","Gelex Group JSC","-86.5804907984"
"TCH","Hoang Huy Investment Financial","-87.1288955173"
"LHC","LHC","-87.69920723464"
"DC4","DIC Holdings Construction JSC","-88.20821788602"
"TLH","Tienlen Steel Corp JSC","-88.59884384051"
"CIG","COMA 18 JSC","-88.86386593929"
"TTF","Truong Thanh Furniture Corp","-89.51775156832"
"PHC","Phuc Hung Holdings Construction JSC","-89.90572114442"
"DLG","Duc Long Gia Lai Group JSC","-90.32416902327"
"VC7","BGI Group JSC","-90.73563787806"
"C47","Construction JSC 47","-90.74767726524"
"SCS","Sai Gon Cargo Service Corp","-91.2467732533"
"VDS","Viet Dragon Securities Corp","-91.72084831575"
"DIC","DIC Investment and Trading JSC","-92.4558784915"
"BCE","Binh Duong Construction & Civil Engineering JSC","-93.45760387232"
"CSC","Cotana. JSC","-94.05194166615"
"VND","VNDIRECT Securities Corp","-94.19144304594"
"PSD","PETROLEUM GENE","-95.86180861987"
"BKG","BKG Viet Nam Investment JSC","-96.09097333058"
"NHT","Nam Hoa Trading & Production Corp","-96.41020680707"
"NSH","Song Hong Aluminum JSC","-97.99664633855"
"FIT","FIT INVEST JSC","-98.52572206413"
"SGT","Saigon Telecommunication & Technologies Corp","-99.01428137198"
"SAM","Sam Holdings Corp","-99.33314027876"
"DL1","Alpha Seven Group JSC","-99.46851793208"
"SCI","SCI E&C JSC","-99.76832805003"
"LGL","Long Giang Investment and Urban Development JSC","-100.2228139615"
"QCG","Quoc Cuong Gia Lai JSC","-100.5215914277"
"PTL","Petro Capital and Infrastructure Investment JSC","-100.7602736361"
"SHS","SHS","-101.1174745156"
"TCO","Duyen Hai Multi Modal Transport JSC","-101.7177776482"
"DRH","DRH Holdings JSC","-101.9411915057"
"KMR","Mirae JSC","-102.0374085435"
"PTC","Post and Telecommunications Investment and Construction JSC","-102.4841349231"
"ITA","Tan Tao Investment and Industry Corp","-102.8711186392"
"SDT","Song Da N0 10. JSC","-103.56138014"
"API","Asia Pacific Investment JSC","-103.9830880431"
"NVB","National Citizen Commercial Joint Stock Bank","-104.0717598861"
"HAP","Hapaco Group JSC","-104.2590129013"
"TTH","Tien Thanh Service and Trading JSC","-105.0542524425"
"HII","An Phat Yen Bai Mineral & Plastic JSC","-105.6276538224"
"GIL","Binh Thanh Import Export Production and Trade JSC","-106.6173472925"
"HBC","Hoa Binh Construction & Real Estate Corp","-106.6224099167"
"SRA","SARA. JSC","-107.1809156572"
"DAH","Dong A Hotel Group JSC","-107.7986705011"
"TLD","Thang Long Urban Development and Construction Investment JSC","-107.9908930977"
"TNA","Thien Nam Trading Import Export Corp","-108.0854910239"
"PLP","Pha Le Plastics Manufacturing and Technology JSC","-109.1134365415"
"MHC","MHC JSC","-109.2241067263"
"POM","Pomina Steel Corp","-110.481468828"
"QBS","Quang Binh Import and Export JSC","-113.1002886954"
"APH","An Phat Holdings JSC","-113.8860110969"
"CVN","Vinam.JSC","-113.9408662796"
"LIG","LICOGI 13","-114.0274066311"
"CRE","Century Land Joint Stock Company","-114.2737213083"
"L14","LICOGI 14","-114.3000609767"
"PV2","PV2 Investment JSC","-114.6777605373"
"HID","Ha Long Investment & Consulting JSC","-114.7670350221"
"KSF","KSFinance Group JSC","-115.3724820603"
"C69","1369 Construction JSC","-116.4812107373"
"TVC","Tri Viet Management Investment Corp","-116.5783194418"
"DGC","Ducgiang Chemicals & Detergent Powder Joint Co","-120.2241427606"
"SMC","SMC Investment Trading JSC","-120.2742360597"
"TNT","TNT Group JSC","-120.2957897236"
"LDG","LDG Investment JSC","-120.3979268395"
"VHE","Viet Nam Herbs and Foods JSC","-120.5484464518"
"TDG","TDG Global Investment JSC","-123.3839947619"
"TSC","Techno Agricultural Supplying JSC","-123.8309123897"
"TDH","Thu Duc Housing Development Corp","-125.5646326914"
"SDA","Song Da Manpower Supply&Trading JSC","-126.223397"
"AAT","Tien Son Thanh Hoa JSC","-126.6928954523"
"GMC","Saigon Garment Manufacturing Trade JSC","-127.7805232791"
"EVG","Everland Investment JSC","-128.3741938045"
"MWG","Mobile World Investment Corp","-128.6412659093"
"PCH","Picomat Plastic JSC","-130.0315685213"
"ITQ","THIEN QUANG GR","-131.3369077849"
"THD","Thaiholdings JSC","-131.9891199581"
"HTN","Hung Thinh Incons JSC","-132.0130893246"
"TVB","Tri Viet Securities Joint Stock Corp","-132.7879549005"
"ABS","Binhthuan Agriculture Services JSC","-134.7597613273"
"DGW","Digiworld Corp","-135.9442068584"
"SJF","Sunstar Investment JSC","-137.3748635716"
"TTB","Tien Bo Group JSC","-138.618577798"
"MCG","MCG Energy and Real Estate JSC","-139.5140570054"
"TGG","LOUIS CAPITAL Joint Stock Company","-140.9187764136"
"FID","Vietnam Enterprise Investment and Development JSC","-146.197233946"
"VPG","Viet Phat Import Export Trading Investment JSC","-146.4761782863"
"MST","MST Investment JSC","-149.4847073804"
"BNA","Bao Ngoc Investment Production Corp","-150.9201752112"
"SPI","Spiral Galaxy JSC","-151.126978449"
"DXS","Dat Xanh Real Estate Service JSC","-153.8225362641"
"AAV","Viet Tien Son Real Estate Holding Co","-154.1420743983"
"KSQ","CNC Capital Viet Nam JSC","-155.9219245271"
"UDC","Urban Development and Construction Corp","-158.2243255353"
"DDG","Indochine Import Export Investment Industrial JSC","-168.4112269061"
"PDR","Phat Dat Real Estate Development Corp","-177.1228584722"
"KVC","Kim Vi Inox Import Export","-178.9124235632"
"DVG","Dai Viet Paint Group JSC","-179.7437886956"
"VC2","Vina2 Investment and Construction JSC","-180.7967864701"
"NRC","Danh Khoi Group JSC","-181.9296994119"
"HDA","Dong A Paint JSC","-186.1316168024"
"NVL","No Va Land Investment Group Corp","-210.6995084496"
"TKC","TAKCO","-222.392026966"
"BII","Louis Land JSC","-227.8617365794"
"AGM","An Giang Import Export Co","-231.7816907595"
"HPX","Hai Phat Investment JSC","-253.3164985134"
"IBC","Apax Holdings JSC","-257.827591058"
