"Symbol","Company Name","ADTValue","AggregateScore","Sortino","Beta","BullishVolume","PriceUp","TDI","TII","MFI"
"CTS.XSTC","VIETNAM BANK FOR INDUSTRY AND TRADE SECURITIES JOI","2260296023","381.51197","71.5033","50","62.98","40.16064","50","94.07583","62.7922",""
"CVT.XSTC","CMC JOINT STOCK COMPANY","25340245731","546.71981","98.379","50","67.335","48.3871","100","100","82.61871",""
"D2D.XSTC","INDUSTRIAL URBAN DEVELOPMENT JOINT STOCK COMPANY N","18013159783","333.69859","59.9712","50","59.118","46.18474","50","61.37171","57.05294",""
"DAG.XSTC","DONG A PLASTIC GROUP JOINT STOCK COMPANY","2226537699","309.69454","67.7038","50","68.242","39.51613","50","32.4405","51.79211",""
"DAH.XSTC","DONG A HOTEL GROUP JOINT STOCK COMPANY","3125420733","311.65986","43.9245","50","71.744","40.41667","12.112045","3.12595","26.67283",""
"DCL.XSTC","CUU LONG PHARMACEUTICAL JOINT STOCK COMPANY","850712938","342.7145","61.4773","50","72.563","39.35743","9.066895","0.1883","37.26226",""
"DCM.XSTC","PETROVIETNAM CA MAU FERTILIZER JOINT STOCK COMPANY","44643070313","439.21878","91.8358","50","70.331","49.6","60.50948","100","56.43302",""
"DGW.XSTC","DIGIWORLD CORP","25474601717","471.09499","99.8","50","56.406","50","75.908425","100","63.07214",""
"DHA.XSTC","HOA AN JOINT STOCK COMPANY","1325434984","385.34433","83.5572","50","59.118","45.74899","50","87.0485","59.87164",""
"DHC.XSTC","DONGHAI JOINT STOCK COMPANY OF BENTRE","23671605204","485.32397","88.0782","50","59.603","49.2","88.061785","100","62.3192",""
"DHG.XSTC","DHG PHARMACEUTICAL JOINT STOCK COMPANY","476332082","336.60321","72.4192","50","58.184","45.2","50","42.60309","68.19692",""
"DIG.XSTC","DEVELOPMENT INVESTMENT CONSTRUCTION JOINT STOCK CO","64345743293","496.88072","90.2363","50","69.821","50","86.4911","100","63.84122",""
"DLG.XSTC","DUC LONG GIA LAI GROUP JOINT STOCK COMPANY.","3649012429","343.55857","65.4178","50","55.445","42.91498","11.888665","8.24837","45.30975",""
"DMC.XSTC","DOMESCO MEDICAL IMPORT EXPORT JOINT STOCK CORPORAT","5583940918","267.90792","56.2214","50","55.858","40.6639","50","5.37726","59.78736",""
"DPG.XSTC","DAT PHUONG JOINT STOCK COMPANY","14271059288","363.10095","54.2238","50","54.897","46.98795","50","100","56.9922",""
"DPM.XSTC","PETROVIETNAM FERTILIZER AND CHEMICALS CORPORATION","48361272497","386.30326","81.5082","50","56.645","45.2","50","96.92527","56.02479",""
"DPR.XSTC","DONG PHU RUBBER JOINT STOCK COMPANY","1243267677","486.32162","71.4854","50","65.786","40.65041","100","100","58.39981",""
"DQC.XSTC","DIEN QUANG LAMP JOINT STOCK COMPANY","482987902","316.11816","65.0784","50","40.916","39.91935","7.230705","2.17786","32.48796",""
"DRC.XSTC","DANANG RUBBER JOINT STOCK COMPANY","21853300109","384.07116","64.7368","50","57.281","48.8","50","100","63.25336",""
"DRH.XSTC","DREAM HOUSE INVESTMENT CORPORATION","6909586445","380.61589","83.5728","50","65.748","49.19355","28.982015","33.70093","56.36464",""
"DSN.XSTC","DAM SEN WATER PARK CORPORATION","657300019","343.75717","52.3789","50","47.608","43.54839","50","99.9787","50.24318",""
"DTA.XSTC","DE TAM JOINT STOCK COMPANY.","85530603","278.67658","60.6458","50","55.747","43.9834","49.44515","13.26392","53.92676",""
"DVP.XSTC","DINH VU PORT INVESTMENT & DEVELOPMENT JOINT STOCK ","1234790079","401.44281","78.9411","50","56.305","44.97992","54.9895","100","61.23779",""
"EIB.XSTC","VIETNAM EXPORT IMPORT COMMERCIAL JOINT STOCK BANK","5753634780","460.09436","66.386","50","83.319","36.8","85.369485","92.51623","60.33416",""
"ELC.XSTC","ELECTRONICS COMMUNICATIONS TECHNOLOGY INVESTMENT D","1442911473","348.004","76.6768","50","68.44","42.57028","50","54.95278","55.36414",""
"EVE.XSTC","EVERPIA JOINT STOCK COMPANY","286867664","379.53802","67.0728","50","65.455","44.57831","50","98.50714","53.92477",""
"EVG.XSTC","EVERLAND INVESTMENT JOINT STOCK COMPANY","7319979637","477.96565","98.8755","50","74.858","44.97992","74.46851","99.74283","60.57238",""
"FCM.XSTC","FECON MINING JOINT STOCK COMPANY","57611036","329.06244","62.4509","50","56.973","41.32231","9.203715","0.70447","36.01919",""
"FCN.XSTC","FECON CORPORATION","16959314120","383.19933","76.3344","50","57.575","48.59438","50","92.94917","57.74638",""
"FIR.XSTC","CTCP DIA OC FIRST REAL","2259194397","356.927","56.2253","50","55.031","50.40323","10.13359","7.87109","57.66356",""
"FIT.XSTC","F.I.T GROUP JOINT STOCK COMPANY","4073959027","379.9518","84.7928","50","70.219","43.31984","10.219695","0","52.05955",""
"FLC.XSTC","FLC GROUP JOINT STOCK COMPANY","79163952068","449.32923","66.2891","50","50.68","46","89.29838","100","57.76337",""
"FMC.XSTC","SAO TA FOODS JOINT STOCK COMPANY","11595500149","380.96243","79.443","50","62.873","46.58635","50","82.97548","59.0846",""
"FPT.XSTC","FPT CORPORATION","114477973878","426.20177","66.399","50","57.463","52","69.819595","100","60.70058",""
"FRT.XSTC","FPT DIGITAL RETAIL JOINT STOCK COMPANY","11381583962","336.10917","63.4142","50","55.144","44.57831","12.465635","0.18058","47.72335",""
"FTM.XSTC","DUC QUAN INVESTMENT AND DEVELOPMENT JOINT STOCK CO","181664767","282.24971","39.3257","50","40.188","35.34137","12.457975","1.84511","40.46548",""
"FTS.XSTC","FPT SECURITIES JOINT STOCK COMPANY","3804378209","323.24406","67.6932","50","59.998","42.33871","23.853475","0","50.9211",""
"GAS.XSTC","PETROVIETNAM GAS JOINT STOCK CORPORATION","80270859516","417.08816","59.8133","50","57.177","46.8","80.871765","82.86627","58.68806",""
"GDT.XSTC","DUC THANH WOOD PROCESSING JOINT STOCK COMPANY","628798872","377.06982","73.1164","50","49.732","45.16129","50","100","59.06013",""
"GEX.XSTC","VIET NAM ELECTRICAL EQUIPMENT JOINT STOCK CORPORAT","166667649943","312.72474","69.5518","50","55.85","44.8","29.107855","0","50.73865",""
"GIL.XSTC","BINH THANH IMPORT EXPORT PRODUCTION AND TRADE JOIN","13132157448","521.20901","97.651","50","65.399","48.19277","95.960815","100","68.04461",""
"GMC.XSTC","SAI GON GARMENT MANUFACTURING TRADE JOINT STOCK CO","263268975","328.10683","60.5113","50","61.143","42.33871","20.29954","2.41944","52.29346",""
"GMD.XSTC","GEMADEPT CORPORATION","22632443427","396.43659","74.1218","50","62.489","46.4","50.314375","96.6942","66.10284",""
"GTN.XSTC","GTNFOODS JOINT STOCK COMPANY","50789283280","314.08244","74.1509","50","63.174","48","35.75792","1.45921","48.81417",""
"HAG.XSTC","HOANG ANH GIA LAI JOINT STOCK COMPANY","32323897651","370.4789","75.8067","50","56.183","43.2","39.783255","70.21405","54.64166",""
"HAH.XSTC","HAI AN TRANSPORT AND STEVEDORING JOINT STOCK COMPA","4742615864","394.3209","73.7386","50","67.107","44.57831","50","94.98017","63.91682",""
"HAI.XSTC","HAI AGROCHEM JOINT STOCK COMPANY","6892731379","412.19089","74.4575","50","53.038","47.38956","71.946095","92.32055","51.09309",""
"HAP.XSTC","HAPACO GROUP JOINT STOCK COMPANY","3474881303","340.72023","88.563","50","70.044","42.5","41.427645","4.4932","67.97532",""
"HAR.XSTC","AN DUONG THAO DIEN REAL ESTATE TRADING INVESTMENT ","3097339411","371.00786","71.8692","50","46.64","44.35484","50","100","58.14382",""
"HAX.XSTC","HANG XANH MOTORS SERVICE JOINT STOCK COMPANY","7740770916","482.33052","69.1875","50","59.777","41.36546","100","100","62.00056",""
"HBC.XSTC","HOA BINH CONSTRUCTION GROUP JOINT STOCK COMPANY","67921285178","428.62128","72.8722","50","54.969","47.6","74.250485","94.01785","60.66126",""
"HCD.XSTC","HCD INVESTMENT PRODUCING AND TRADING JOINT STOCK C","892655621","339.50695","58.0826","50","59.42","40.56225","0","0","31.4421",""
"HCM.XSTC","HO CHI MINH CITY SECURITIES CORPORATION","66512588063","385.6332","69.7634","50","56.508","48.4","50","100","60.9618",""
"HDB.XSTC","HO CHI MINH CITY DEVELOPMENT JOINT STOCK COMMERCIA","72261668728","288.73847","62.0855","50","57.066","44.8","38.284575","0","51.35612",""
"HDC.XSTC","BA RIA - VUNG TAU HOUSE DEVELOPMENT JOINT STOCK CO","22121755438","394.82942","72.554","50","58.526","47.17742","50","100","66.572",""
"HDG.XSTC","HA DO GROUP JOINT STOCK COMPANY","41050752859","385.12321","64.832","50","64.741","46.18474","50.27387","97.17484","61.64289",""
"HHS.XSTC","HOANG HUY INVESTMENT SERVICES JOINT STOCK COMPANY","16033712354","357.38891","82.2071","50","50.217","48.59438","50","73.64324","52.72719",""
"HID.XSTC","HALCOM VIETNAM JOINT STOCK COMPANY","324588770","318.34327","71.8258","50","55.531","41.93548","30.74086","5.78251","54.7502",""
"HII.XSTC","AN PHAT - YEN BAI MINERAL & PLASTIC JOINT STOCK CO","3076842329","307.04756","85.1475","50","64.605","43.7751","45.55082","0.50898","54.11262",""
"HNG.XSTC","HOANG ANH GIA LAI AGRICULTURAL JOINT STOCK COMPANY","25489612617","353.78257","66.6125","50","58.788","33.2","19.467525","30.02708","54.09004",""
"HPG.XSTC","HOA PHAT GROUP JOINT STOCK COMPANY","600049538870","506.35457","80.325","50","60.038","56","100","100","59.99157",""
"HPX.XSTC","CTCP DAU TU HAI PHAT","11522393141","441.92996","69.2761","50","64.224","43.2","81.2106","99.12803","53.68063",""
"HQC.XSTC","HOANG QUAN CONSULTING - TRADING - SERVICE REAL EST","11454419404","385.09019","84.6251","50","59.867","39.09465","5.895185","14.81233","48.48148",""
"HSG.XSTC","HOA SEN GROUP","206548170092","438.79992","99.8","50","59.288","50","58.00814","100","63.69564",""
"HT1.XSTC","HA TIEN 1 CEMENT JOINT STOCK COMPANY","19304671057","361.10777","71.0131","50","55.294","42","50","89.0534","53.74727",""
"IBC.XSTC","APAX HOLDINGS JOINT STOCK COMPANY","3800101728","296.85683","69.0155","50","59.907","34.53815","40.642515","20.37276","44.30845",""
"IDI.XSTC","I.D.I INTERNATIONAL DEVELOPMENT AND INVESTMENT COR","14146250602","388.37315","72.7618","50","58.191","44.35484","50","100","63.06551",""
"IJC.XSTC","BECAMEX INFRASTRUCTURE DEVELOPMENT JOINT STOCK COM","9029709003","378.40668","64.0556","50","58.135","45.38153","50","96.09166","64.74289",""
"ILB.XSTC","CTCP ICD TAN CANG - LB","2030773978","491.80158","87.1641","50","76.842","41.42259","82.021995","99.50912","72.81978",""
"IMP.XSTC","IMEXPHARM CORPORATION","5412793742","417.59302","67.3701","50","57.466","46","70.07872","95.90654","60.69294",""
"ITA.XSTC","TAN TAO INVESTMENT AND INDUSTRY CORPORATION","57654388502","476.34775","87.4255","50","56.637","46.77419","90.53853","98.48228","55.95172",""
"ITD.XSTC","INNOVATIVE TECHNOLOGY DEVELOPMENT CORPORATION","775673676","369.65579","63.797","50","83.545","35.91837","50","60.0619","76.33352",""
"JVC.XSTC","JAPAN VIETNAM MEDICAL INSTRUMENT JOINT STOCK COMPA","2819168411","275.28569","72.9322","50","45.861","41.80328","45.49258","0.97196","54.70241",""
"KBC.XSTC","KINH BAC CITY DEVELOPMENT HOLDING CORPORATION","30554731986","409.12961","68.3313","50","62.659","46","70.616355","92.85144","48.05516",""
"KDC.XSTC","KIDO GROUP CORPORATION","19499638391","415.53747","99.3274","50","65.721","42.8","22.992155","51.96673","51.70665",""
"KDH.XSTC","KHANG DIEN HOUSE TRADING AND INVESTMENT JOINT STOC","30150558296","424.92763","66.2004","50","65.013","42.4","81.51722","85.09559","53.1842",""
"KMR.XSTC","MIRAE JOINT STOCK COMPANY","428613118","448.38024","66.3082","50","58.393","36.54618","87.536325","99.45179","62.60842",""
"KSB.XSTC","BINH DUONG MINERAL AND CONSTRUCTION JOINT STOCK CO","31144999166","334.29123","83.1481","50","64.529","49.7992","43.706605","17.02901","57.19913",""
"LBM.XSTC","LAM DONG MINERALS AND BUILDING MATERIALS JOINT STO","66679344","349.29509","73.1413","50","46.676","45.7265","50","73.52465","60.22664",""
"LCG.XSTC","LICOGI 16 JOINT STOCK COMPANY","18273922812","516.99202","79.8235","50","68.493","46.18474","100","100","72.49078",""
"LCM.XSTC","LAO CAI MINERAL EXPLOITATION AND PROCESSING JOINT ","24342789","308.4228","58.9799","50","54.591","40.98361","36.42369","30.55412","46.16155",""
"LDG.XSTC","LDG INVESTMENT JOINT STOCK COMPANY","28207866758","336.70463","60.7594","50","59.369","47.17742","35.06082","39.21811","50.30234",""
"LGL.XSTC","LONG GIANG INVESTMENT AND URBAN DEVELOPMENT JOINT ","155338021","329.94382","47.1798","50","47.131","41.29555","0","3.0601","41.27737",""
"LHG.XSTC","LONG HAU CORPORATION","8052488220","386.36653","96.4992","50","70.986","50.60241","48.929545","50.62541","65.5126",""
"LIX.XSTC","LIX DETERGENT JOINT STOCK COMPANY","5469649353","329.71554","77.6943","50","54.676","44.17671","46.087355","46.4841","48.85914",""
"LSS.XSTC","LAM SON SUGAR JOINT STOCK CORPORATION","1314696627","437.40561","90.8523","50","73.263","45.96774","56.790425","100","63.74172",""
"MBB.XSTC","MILITARY COMMERCIAL JOINT STOCK BANK","153137739674","371.74753","63","50","50.785","49.6","50","92.72199","65.64054",""
"MCG.XSTC","VIETNAM MECHANIZATION ELECTRIFICATION & CONSTRUCTI","11002567","314.40732","67.0361","50","62.419","39.91228","34.248065","0.8044","62.73167",""
"MHC.XSTC","MHC JOINT STOCK COMPANY","1263575615","365.30985","90.6517","50","54.326","46.53061","10.29494","0","44.39142",""
"MSN.XSTC","MASAN GROUP CORPORATION","222300415832","506.37599","75.5238","50","71.233","42","100","100","67.61919",""
"MWG.XSTC","MOBILE WORLD INVESTMENT CORPORATION","105142316103","392.75469","69.3255","50","60.503","52.4","50","100","60.52619",""
"NAF.XSTC","NAFOODS GROUP JOINT STOCK COMPANY","1454218609","248.87743","58.5695","50","66.02","35.34137","50","1.08946","37.8571",""
"NBB.XSTC","577 INVESTMENT CORPORATION","11144293122","457.60497","70.1603","50","70.001","43.49593","85.539565","99.48073","53.38788",""
"NCT.XSTC","NOIBAI CARGO TERMINAL SERVICES JOINT STOCK COMPANY","1489617380","361.09333","66.1414","50","51.259","42.97189","50","100","50.72104",""
"NKG.XSTC","NAM KIM STEEL JOINT STOCK COMPANY","38286393887","471.21444","92.4371","50","67.192","48.79032","71.42578","100","69.94346",""
"NLG.XSTC","NAM LONG INVESTMENT CORPORATION","21848636114","402.71286","68.0079","50","69.747","49.6","54.928145","95.08088","60.42079",""
"NNC.XSTC","NUI NHO STONE CO-OPERATION","1978105617","407.85531","62.0109","50","62.769","45.52846","74.91587","78.99464","58.72057",""
"NSC.XSTC","NATIONAL SEED JOINT STOCK COMPANY","1436986821","320.86284","60.666","50","32.274","39.34426","50","84.08539","54.49319",""
"NT2.XSTC","PETROVIETNAM POWER NHON TRACH 2 JOINT STOCK COMPAN","4027182739","313.54821","66.6813","50","58.318","48.8","50","33.18397","56.56494",""
"NTL.XSTC","TU LIEM URBAN DEVELOPMENT JOINT STOCK COMPANY","12637841959","409.02208","64.3178","50","55.571","42.57028","69.60615","99.94884","57.40186",""
"NVL.XSTC","NO VA LAND INVESTMENT GROUP CORPORATION","85926353190","344.45993","71.6125","50","63.831","45.6","14.447115","0","42.31066",""
"OGC.XSTC","OCEAN GROUP JOINT STOCK COMPANY.","13337420268","432.30207","91.2029","50","69.7","48.3871","50","100","73.01207",""
"PAC.XSTC","DRY CELL AND STORAGE BATTERY JOINT STOCK COMPANY","1017876133","434.05782","66.9375","50","66.689","45.78313","71.222045","100","62.2041",""
"PAN.XSTC","THE PAN GROUP JOINT STOCK COMPANY","2359631978","305.24554","57.0432","50","61.784","34.93976","36.141425","21.01827","52.74316",""
"PC1.XSTC","POWER CONSTRUCTION JOINT STOCK COMPANY","7651158011","415.31939","82.1514","50","63.607","48.8","54.74507","100","61.27085",""
"PDR.XSTC","PHAT DAT REAL ESTATE DEVELOPMENT CORP","80551139008","407.69649","87.3481","50","66.733","45.2","50","100","58.41539",""
"PET.XSTC","PETROVIETNAM GENERAL SERVICES CORPORATION","17252436547","508.96696","97.3521","50","62.682","47.98387","91.8465","99.50488","67.75111",""
"PGC.XSTC","PETROLIMEX GAS CORPORATION - JSC","1156090342","411.05629","85.7371","50","71.962","41.53226","50","100","61.82493",""
"PGD.XSTC","PETRO VIET NAM LOW PRESSURE GAS DISTRIBUTION JOINT","66237302","331.37057","62.4115","50","71.922","39.14894","35.63662","17.19676","61.96461",""
"PHC.XSTC","CTCP XD PHUC HUNG HOLDING","1988878477","334.63503","59.2891","50","40.193","36.14458","2.81067","0","54.62969",""
"PHR.XSTC","PHUOC HOA RUBBER JOINT STOCK COMPANY","62171975435","394.29515","71.6219","50","61.187","48.8","60.735255","82.82359","58.39215",""
"PLP.XSTC","PHA LE PLASTICS MANUFACTURING AND TECHNOLOGY JOINT","3186128956","283.60874","62.3097","50","44.137","43.56846","33.00794","0","49.60946",""
"PLX.XSTC","VIET NAM NATIONAL PETROLEUM GROUP","21888598516","310.77073","62.5372","50","59.283","48.4","49.809595","32.71071","57.45901",""
"PME.XSTC","PYMEPHARCO JOINT STOCK COMPANY","824680881","421.25556","83.6084","50","71.228","45.41667","59.935895","100","51.1307",""
"PMG.XSTC","PETRO CENTER CORPORATION","41259689","331.29789","52.7955","50","51.45","36.28692","61.20056","56.62702","61.73733",""
"PNJ.XSTC","PHU NHUAN JEWELRY JOINT STOCK COMPANY","73767295929","486.67376","65.8991","50","57.706","48.4","100","100","64.66866",""
"POM.XSTC","POMINA STEEL CORPORATION","454836473","497.51523","87.04","50","46.429","46.53061","99.325095","100","68.86543",""
"POW.XSTC","TCT DIEN LUC DAU KHI VN","59358662405","305.41878","58.113","50","56.552","42.8","36.41526","17.30873","53.47557",""
"PPC.XSTC","PHA LAI THERMAL POWER JOINT STOCK COMPANY","4022702272","348.57156","57.4035","50","53.461","45.6","2.333935","0","46.77493",""
"PTB.XSTC","PHU TAI JOINT STOCK COMPANY","11996728087","361.43247","57.9482","50","55.732","42.8","50","100","54.95227",""
"PTL.XSTC","PETRO CAPITAL & INFRASTRUCTURE INVESTMENT JOINT ST","131413147","442.40406","79.8279","50","94.954","37.82609","62.75638","67.87825","86.40506",""
"PVD.XSTC","PETROVIETNAM DRILLING & WELL SERVICE CORPORATION","82603139698","354.61408","62.8121","50","55.573","44","50","85.50462","56.72436",""
"PVT.XSTC","PETROVIETNAM TRANSPORTATION CORPORATION","36271797318","357.74174","56.2565","50","53.868","39.2","50","97.40988","61.00736",""
"PXS.XSTC","PETROLEUM EQUIPMENT ASSEMBLY AND METAL STRUCTURE J","1100309867","389.07754","74.5169","50","57.529","42.97189","50","96.59253","67.46722",""
"QBS.XSTC","QUANG BINH IMPORT AND EXPORT JOINT STOCK COMPANY","127443758","330.68622","59.2774","50","49.661","39.9177","8.886185","0.20651","49.39598",""
"QCG.XSTC","QUOC CUONG GIA LAI JOINT STOCK COMPANY","1632672570","353.3791","80.5182","50","56.489","45.96774","16.950315","3.72109","50.5837",""
"RAL.XSTC","RANGDONG LIGHT SOURCE AND VACUUM FLASK JOINT STOCK","1203926832","488.95314","94.9273","50","57.608","43.67347","90.05099","100","62.64239",""
"REE.XSTC","REFRIGERATION ELECTRICAL ENGINEERING CORPORATION","18932943924","402.10315","80.2982","50","57.864","49.6","50","100","64.34095",""
"ROS.XSTC","FLC FAROS CONSTRUCTION JOINT STOCK COMPANY","15193944177","290.68737","30.2","50","41.624","32.8","71.23856","49.36799","44.21826",""
"SAB.XSTC","SAIGON BEER - ALCOHOL - BEVERAGE CORPORATION","21042231011","345.60327","60.7963","50","53.225","42","30.52084","51.74382","48.87983",""
"SAM.XSTC","SAM HOLDINGS CORPORATION","1029096518","384.39631","86.2419","50","69.32","41.2","9.029895","10.92313","44.77107",""
"SAV.XSTC","SAVIMEX CORPORATION","1064573198","464.94173","90.9228","50","68.95","45.99156","68.67259","100","71.73219",""
"SBA.XSTC","SONG BA JOINT STOCK COMPANY.","663552900","309.5046","64.5325","50","34.219","37.6569","50","70.65461","52.44159",""
"SBT.XSTC","THANH THANH CONG - BIEN HOA JOINT STOC COMPANY","64691748302","421.41882","66.5882","50","64.656","39.6","76.58589","95.98606","51.41678",""
"SBV.XSTC","SIAM BROTHERS VIETNAM JOINT STOCK COMPANY","369018932","408.47676","85.9836","50","64.191","41.7004","50","98.69381","67.90795",""
"SCR.XSTC","SAI GON THUONG TIN REAL ESTATE JOINT STOCK COMPANY","15791196146","385.01573","76.2258","50","58.007","48.3871","51.03151","92.84334","57.48947",""
"SFG.XSTC","THE SOUTHERN FERTILIZER JOINT STOCK COMPANY","540912075","393.06124","75.5057","50","58.93","37.70492","55.039365","99.91027","60.93162",""
"SFI.XSTC","SEA & AIR FREIGHT INTERNATIONAL","186829417","494.35256","72.877","50","58.489","43.15353","100","100","69.83303",""
"SGN.XSTC","CTCP PV MAT DAT SAI GON","776256033","367.36194","57.6794","50","33.594","43.37349","66.268035","85.82953","64.34945",""
"SJD.XSTC","CAN DON HYDRO POWER JOINT STOCK COMPANY","2015752815","349.68926","59.7723","50","50.116","36.54618","50","93.23466","60.02012",""
