"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"IPX","IperionX Limited American Depositary Share","203462636","85.55","82.038","99.6099","93.82","52.68261","100","100","67.22266","82.038","23.65","21.75","-8.03",""
"CADL","Candel Therapeutics Inc","191698440","47.05","81.268","99.8","95.876","48.12811","97.554845","77.38028","53.48873","81.268","6.05","5.6","-7.44",""
"VVOS","Vivos TherapeuticsInc","39889","-54.55","80.307","99.8","97.95","43.17024","80.427935","73.09695","78.12983","80.307","2.67","2.65","-0.75",""
"APM","Aptorum Group Ltd Class A","335361","-5.1","80.106","99.8","99.454","41.06444","6.193235","0","36.56584","80.106","1.74","1.65","-5.17",""
"SEV","Sono Group NV","413478107","34.2","80.075","99.8","96.661","43.76546","74.51924","99.50233","65.05696","80.075","0.1098","0.1","-8.93",""
"QH","QuhuoLtd","7991","100","79.866","99.8","97.752","42.04681","100","100","74.28401","79.866","1.47","1.39","-5.44",""
"GLMD","Galmed Pharmaceuticals Ltd","37145363","100","79.856","99.8","96.528","43.24021","100","84.5193","75.00476","79.856","3.9","3.93","0.77",""
"EGIO","Edgio Inc","35552161","-191965.9","79.769","99.8","96.596","42.91215","0","0","79.33771","79.769","0.02","0.021","5",""
"DRUG","Bright Minds Biosciences Inc","134723835","-2419.65","79.577","99.8","99.708","39.22345","100","99.88704","86.23617","79.577","57.65","48.94","-15.11",""
"MESO","Mesoblast Ltd","11203268324","75.05","79.537","94.363","96.884","47.36339","96.69455","94.8079","51.53006","79.537","9.95","8.58","-13.77",""
"CURI","Curiositystream Inc.","6154581","18.75","79.535","99.8","92.721","46.08524","100","100","69.22571","79.535","2.57","2.62","1.95",""
"RGS","Regis Corporation","41975","100","79.404","99.8","98.021","40.39024","71.18029","99.71235","79.47722","79.404","26.4","23.79","-9.89",""
"PRQR","ProQR Therapeutics BV","874309162","100","79.037","99.8","96.52","40.79034","75.69394","89.39785","86.62024","79.037","4.25","3.46","-18.59",""
"TISI","Team Inc","5235580","-22.85","78.953","95.2298","89.371","52.25721","93.57849","100","65.16019","78.953","21.89","19.4","-11.38",""
"LBPH","Longboard Pharmaceuticals Inc","1375835","100","78.891","99.8","85.673","51.19882","78.30882","88.1585","83.02669","78.891","59.25","59.6","0.59",""
"TIL","Tanker Investments Ltd","50068183","100","78.726","99.8","90.346","46.03301","100","99.24878","63.84556","78.726","37.33","31.06","-16.8",""
"NXL","Nexalin Technology Inc.","30477028","100","78.636","99.8","93.807","42.30141","67.52205","42.46894","77.60202","78.636","1.26","2.29","81.75",""
"ASPU","Aspen Group Inc","472449873","-411.3","78.527","99.8","89.923","45.85866","28.991465","0","45.41524","78.527","0.0225","0.0085","-62.22",""
"TIO","Tingo Group Inc.","461688","100","78.149","99.8","97.414","37.23212","23.824025","19.86071","54.16872","78.149","0.0106","0.0106","0",""
"IDEX","Ideanomics Inc","3210190","100","77.863","92.465","97.752","43.37226","50","3.65872","28.30416","77.863","0.18","0.42","133.33",""
"NUZE","Nuzee Inc","545815246","-202.35","77.787","99.8","95.825","37.73664","27.40979","3.65061","83.32977","77.787","1.86","0.95","-48.92",""
"CAPR","Capricor Therapeutics Inc","5079485","100","77.785","99.8","85.23","48.32422","100","100","78.54765","77.785","18.83","21.78","15.67",""
"KOSS","Koss Corporation","88277","68.2","77.58","96.4231","94.111","42.20448","34.602705","6.76129","86.96644","77.58","8.05","7.26","-9.81",""
"SMMT","Summit Therapeutics PLC","282171","100","77.463","99.8","82.875","49.71274","89.97021","100","65.04542","77.463","21.16","21.26","0.47",""
"TKNO","Alpha Teknova Inc","21027086","100","77.435","98.5408","85.903","47.86006","50","100","79.26265","77.435","7.44","6.79","-8.74",""
"SERA","Sera Prognostics Inc","20196798","86.35","77.384","96.5614","89.561","46.03104","54.73858","52.19347","38.01404","77.384","7.57","6.96","-8.06",""
"MNPR","Monopar Therapeutics Inc","4868560","100","77.296","99.8","86.91","45.17862","100","100","82.23192","77.296","5.44","16.93","211.21",""
"TPST","Tempest Therapeutics Inc","4720366","50.25","77.268","99.8","88.375","43.62947","50","0","56.28851","77.268","1.11","1.09","-1.8",""
"FEMY","Femasys Inc","2772903","100","77.173","99.8","89.975","41.74412","88.38671","99.14818","61.59249","77.173","1.29","1.27","-1.55",""
"APLT","Applied Therapeutics Inc","2114126","9.45","76.592","99.8","80.746","49.22887","96.49783","96.56528","68.86697","76.592","8.96","8.43","-5.92",""
"BVS","Bioventus Inc","620069","69.9","76.511","99.8","77.165","52.56763","84.242935","100","65.52471","76.511","12.96","13.21","1.93",""
"SLNO","Soleno Therapeutics Inc","178907129","85.85","76.323","99.8","78.426","50.74353","69.139695","98.02163","59.77256","76.323","54.06","54.92","1.59",""
"WTER","Alkaline Water Company Inc","95168052","-280.8","75.944","99.8","92.517","35.51505","50","87.6712","65.25884","75.944","0.06","0.04","-33.33",""
"MYTE","MYT Netherlands Parent BV","35764398","-73.45","75.925","93.7201","90.807","43.24711","92.07759","94.87911","82.8264","75.925","7.32","7.51","2.6",""
