"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"CADL","Candel Therapeutics Inc","287093222","100","81.239","99.8","95.903","48.0138","34.316325","0","83.46639","81.239","5","5.71","14.2",""
"SLNO","Soleno Therapeutics Inc","212014001","71.7","80.246","99.8","90.716","50.22124","69.672055","90.71155","51.94954","80.246","45.77","45.91","0.31",""
"APM","Aptorum Group Ltd Class A","17006","71.15","79.884","99.8","99.363","40.49017","25.149315","0","46.73726","79.884","3.05","2.7","-11.48",""
"SERA","Sera Prognostics Inc","336738","-2.25","79.603","99.8","91.831","47.17714","30.18264","6.44725","37.88743","79.603","7.7","7.4","-3.9",""
"TIO","Tingo Group Inc.","378729562","-18.2","79.513","99.8","97.079","41.6614","50","91.60019","55.3987","79.513","0.0131","0.02","52.67",""
"LBPH","Longboard Pharmaceuticals Inc","6783","28.4","79.5","99.8","88.627","50.0744","100","100","59.59842","79.5","29.91","35.09","17.32",""
"VVOS","Vivos TherapeuticsInc","9571853","42.55","79.477","99.8","97.812","40.81892","62.266585","62.7908","30.68656","79.477","2.01","2.1","4.48",""
"RGS","Regis Corporation","19000168","100","79.335","99.8","98.5","39.70535","100","100","75.03633","79.335","22.03","21.5","-2.41",""
"SEV","Sono Group NV","70971029","63.35","79.246","99.8","96.628","41.31067","100","100","62.00301","79.246","0.03","0.03","0",""
"BDTX","Black Diamond Therapeutics Inc","82222395","86.9","78.966","99.6732","92.305","44.92042","84.750525","52.81276","51.99222","78.966","5.48","4.64","-15.33",""
"TPST","Tempest Therapeutics Inc","15368183530","100","78.878","99.8","94.239","42.59571","0","0","32.64711","78.878","1.46","1.15","-21.23",""
"NXTP","Nextplay Technologies Inc","6723915","100","78.805","99.8","98.534","38.0816","61.59579","0.92715","20.55708","78.805","0.0023","0.0023","0",""
"SMMT","Summit Therapeutics PLC","49293","78.65","78.404","99.8","85.876","49.53535","69.81818","100","72.25424","78.404","9.46","10.78","13.95",""
"IPX","IperionX Limited American Depositary Share","981671021","48.7","78.258","89.03","95.048","50.69637","85.79939","77.4212","45.97119","78.258","14.03","13.81","-1.57",""
"LUCY","Innovative Eyewear Inc.","5365186","11.65","77.267","95.1307","97.504","39.16531","49.593285","21.03191","77.46147","77.267","3.61","3.67","1.66",""
"FEMY","Femasys Inc","1899958","-16.7","77.237","99.8","90.084","41.82807","13.90606","0.17729","50.8782","77.237","0.9","0.93","3.33",""
"BVS","Bioventus Inc","45161467","67.5","76.804","99.8","80.909","49.70288","50","99.29773","65.58707","76.804","6.37","7.59","19.15",""
"BRFH","Barfresh Food Group Inc","266036","8.1","76.57","94.7985","90.634","44.27865","96.453885","100","76.37843","76.57","3.51","3.3","-5.98",""
"KOSS","Koss Corporation","34703283","100","76.394","94.3187","94.38","40.48288","78.010645","100","85.84113","76.394","7.48","6.68","-10.7",""
"ZJYL","JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares","664986442","100","76.378","99.8","81.886","47.4486","72.49745","47.56603","47.29118","76.378","2.54","3.16","24.41",""
"ADSE","Ads Tec Energy PLC","1380396","-10.8","76.348","99.8","83.241","46.00246","100","100","60.62068","76.348","12.12","12.32","1.65",""
