"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"IPX","IperionX Limited American Depositary Share","212014894","55.9","82.675","99.8","94.281","53.94523","100","100","67.80692","82.675","21.5","22.93","6.65",""
"MESO","Mesoblast Ltd","202701726","58.3","81.878","99.8","97.007","48.82659","92.191725","58.02635","56.87056","81.878","7.75","10.81","39.48",""
"TISI","Team Inc","25765","-19.3","81.541","99.8","92.289","52.53412","100","100","70.0801","81.541","15.59","21.2","35.98",""
"CADL","Candel Therapeutics Inc","464410","88.1","81.434","99.8","95.88","48.62183","98.10586","88.98308","46.78648","81.434","7.17","6.65","-7.25",""
"PEV","Phoenix Motor Inc. Common Stock","375788523","100","80.254","98.6729","98.994","43.09534","50","39.20856","68.82471","80.254","0.377","1.07","183.82",""
"GLMD","Galmed Pharmaceuticals Ltd","7891","100","80.038","99.8","96.557","43.75758","92.19934","90.96716","74.64635","80.038","7.03","4.2","-40.26",""
"QH","QuhuoLtd","28366135","100","80.035","99.8","97.662","42.64302","92.3181","93.15266","74.04662","80.035","1.4","1.51","7.86",""
"VVOS","Vivos TherapeuticsInc","37532695","-24","80.02","99.8","97.943","42.31584","99.835875","94.82594","77.73671","80.02","2.67","2.51","-5.99",""
"APM","Aptorum Group Ltd Class A","125934084","40.6","79.948","99.8","99.423","40.62101","13.899835","0","41.21082","79.948","1.82","1.67","-8.24",""
"CAPR","Capricor Therapeutics Inc","12206613483","100","79.842","99.8","91.795","47.93102","99.7396","97.71588","81.03758","79.842","9.87","21.65","119.35",""
"TIL","Tanker Investments Ltd","6943518","100","79.733","99.8","92.516","46.88248","100","100","67.84651","79.733","67.59","48.48","-28.27",""
"RGS","Regis Corporation","61181","100","79.561","99.8","98.056","40.8268","50","85.28518","78.53471","79.561","27.46","27.29","-0.62",""
"TPST","Tempest Therapeutics Inc","881883325","100","79.477","99.8","94.266","44.36364","50","0","63.17081","79.477","1.36","1.42","4.41",""
"SEV","Sono Group NV","5037858","-23","79.237","99.8","96.775","41.13624","53.4581","98.67444","72.04404","79.237","0.0375","0.0423","12.8",""
"CURI","Curiositystream Inc.","1436681","-20","79.034","98.8164","92.803","45.48214","100","100","71.24338","79.034","1.95","1.89","-3.08",""
"SERA","Sera Prognostics Inc","49454028","58.5","78.855","98.922","90.211","47.43237","47.232005","81.80825","38.89778","78.855","7.65","7.21","-5.75",""
"TIO","Tingo Group Inc.","27820157","100","78.52","99.8","97.311","38.44891","24.82312","4.58406","56.01656","78.52","0.0106","0.0106","0",""
"LBPH","Longboard Pharmaceuticals Inc","621395870","50.8","78.278","99.8","85.885","49.14905","50","68.04242","62.63466","78.278","32.08","36.22","12.91",""
"NXTP","Nextplay Technologies Inc","473368","-27.8","78.253","99.8","98.569","36.38857","75.12511","68.50842","78.94549","78.253","0.0023","0.0023","0",""
"ASPU","Aspen Group Inc","3711913","-757.65","77.82","99.8","88.282","45.37892","0","0","39.3596","77.82","0.004","0.0075","87.5",""
"SLNO","Soleno Therapeutics Inc","559758948","83.55","77.566","99.8","81.94","50.95836","50","98.71079","55.51016","77.566","49.28","49.63","0.71",""
"SMMT","Summit Therapeutics PLC","4929236","100","77.517","99.8","82.908","49.8438","100","100","68.87218","77.517","20.5","19.09","-6.88",""
"KOSS","Koss Corporation","30700","73.6","77.175","95.9481","94.147","41.43089","50","37.70685","86.76334","77.175","7.6","7.12","-6.32",""
