"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"IPX","IperionX Limited American Depositary Share","241772435","50.6","82.205","99.8","94.991","51.82388","83.13408","78.70769","57.44082","82.205","15.89","19.99","25.8",""
"CADL","Candel Therapeutics Inc","212052885","100","81.668","99.8","95.909","49.29589","31.054835","2.31078","53.57572","81.668","5.74","6.75","17.6",""
"APM","Aptorum Group Ltd Class A","20965","80.7","80.189","99.8","99.391","41.37704","0","0","40.29836","80.189","3.12","2.99","-4.17",""
"VVOS","Vivos TherapeuticsInc","496936","52.75","79.93","99.8","97.813","42.17788","52.441965","71.25384","61.44838","79.93","2.76","2.71","-1.81",""
"SLNO","Soleno Therapeutics Inc","352976982","83.75","79.482","99.8","88.15","50.49618","81.96896","99.40865","52.91226","79.482","45.61","48.95","7.32",""
"SEV","Sono Group NV","6863","-32.2","79.436","99.8","96.712","41.79552","78.77606","100","70.6085","79.436","0.04","0.0475","18.75",""
"RGS","Regis Corporation","6983296","9","79.377","99.8","98.173","40.15866","77.901545","100","76.57607","79.377","22.91","21","-8.34",""
"SERA","Sera Prognostics Inc","20361418","25.3","79.278","99.8","91.31","46.72382","57.502935","34.3714","32.00637","79.278","7.5","7.35","-2",""
"LBPH","Longboard Pharmaceuticals Inc","57566339","28.3","79.091","99.8","88.02","49.45159","75.901205","100","61.36336","79.091","35.4","36.08","1.92",""
"BDTX","Black Diamond Therapeutics Inc","103266964","100","79.057","99.8","91.842","45.53043","68.59614","82.71094","52.42924","79.057","6.51","6.1","-6.3",""
"TPST","Tempest Therapeutics Inc","11608306841","100","78.99","99.8","94.37","42.7997","15.98457","0","63.29082","78.99","1.4","1.29","-7.86",""
"TISI","Team Inc","6499916","47.25","78.914","91.5253","93.116","52.09953","89.606635","100","61.76804","78.914","10.81","13.67","26.46",""
"TIO","Tingo Group Inc.","61604","-23.65","78.876","99.8","97.162","39.6671","50","29.80905","56.10151","78.876","0.0131","0.01","-23.66",""
"SMMT","Summit Therapeutics PLC","946377515","79.85","78.543","99.8","85.151","50.67751","57.34563","100","70.99999","78.543","13.05","12.98","-0.54",""
"NXTP","Nextplay Technologies Inc","4739507","100","78.367","99.8","98.547","36.75271","76.095955","67.72257","76.77864","78.367","0.0023","0.0013","-43.48",""
"KOSS","Koss Corporation","1679028","100","77.897","98.5285","94.292","40.87017","71.51464","100","86.17337","77.897","9.45","8.11","-14.18",""
"NEON","Neonode Inc","43628922","-0.15","77.869","99.1431","89.85","44.61493","100","99.99439","79.116","77.869","5","7.25","45",""
"FEMY","Femasys Inc","576516","23.45","77.459","99.8","90.054","42.52207","20.26173","7.3746","57.35263","77.459","1.08","1.17","8.33",""
"BVS","Bioventus Inc","21618537","59.05","77.455","99.8","80.759","51.80685","86.16603","99.6148","70.621","77.455","10","10.05","0.5",""
