"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"IPX","IperionX Limited American Depositary Share","197604542","61.7","82.692","99.8","94.161","54.11581","100","100","67.23823","82.692","23.9","24.76","3.6",""
"CADL","Candel Therapeutics Inc","183123234","50.4","81.377","99.8","95.877","48.4543","99.257205","95.81731","49.53158","81.377","6.61","6.02","-8.93",""
"MESO","Mesoblast Ltd","29656","56.05","81.21","98.0492","96.943","48.63848","91.10792","78.53129","56.54869","81.21","10.5","10.08","-4",""
"TISI","Team Inc","470977","-37.3","81.185","99.7923","91.031","52.7322","100","100","71.89919","81.185","21.2","21.14","-0.28",""
"QH","QuhuoLtd","373016371","100","80.027","99.8","97.693","42.58881","100","96.79554","74.0973","80.027","1.55","1.43","-7.74",""
"VVOS","Vivos TherapeuticsInc","7755","-33.7","80.018","99.8","97.942","42.31091","100","84.54308","78.13007","80.018","2.51","2.53","0.8",""
"APM","Aptorum Group Ltd Class A","30026981","35.8","79.95","99.8","99.429","40.62001","21.343995","0","38.17149","79.95","1.891","1.685","-10.89",""
"GLMD","Galmed Pharmaceuticals Ltd","33683914","100","79.879","99.8","96.551","43.28455","94.99819","87.75194","74.80049","79.879","4.22","3.85","-8.77",""
"RGS","Regis Corporation","128214995","100","79.556","99.8","98.039","40.82779","49.35817","84.02433","78.66344","79.556","27.29","26.91","-1.39",""
"SEV","Sono Group NV","11072257997","37.05","79.537","99.8","96.785","42.0271","58.474735","98.35515","72.23848","79.537","0.0423","0.0476","12.53",""
"CURI","Curiositystream Inc.","6553002","-23.75","79.334","99.8","92.813","45.38852","100","100","73.82925","79.334","1.87","2.11","12.83",""
"TIL","Tanker Investments Ltd","59485","100","79.138","99.8","90.868","46.74649","100","100","65.85997","79.138","47.78","42.07","-11.95",""
"TIO","Tingo Group Inc.","845848046","100","78.336","99.8","97.343","37.86507","24.5539","13.11489","49.5389","78.336","0.0106","0.0112","5.66",""
"LBPH","Longboard Pharmaceuticals Inc","4906733","55.95","78.306","99.8","85.72","49.39936","45.609295","54.41902","62.51123","78.306","36.16","38.9","7.58",""
"ASPU","Aspen Group Inc","1482728","-716.45","78.173","99.8","88.788","45.93216","0","0","43.09134","78.173","0.0071","0.0105","47.89",""
