"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","Price last week","Price this week","Price move %"
"IPX","IperionX Limited American Depositary Share","203564739","41.5","81.957","99.8","93.658","52.41412","100","100","65.71639","81.957","21.75","22.25","2.3",""
"CADL","Candel Therapeutics Inc","191891557","24.75","80.919","99.8","95.871","47.08746","77.18454","50.73485","54.1921","80.919","5.84","5.28","-9.59",""
"VVOS","Vivos TherapeuticsInc","48340","-27.35","80.294","99.8","97.931","43.14954","50","56.44386","78.1797","80.294","2.71","2.68","-1.11",""
"QH","QuhuoLtd","247660","100","80.158","99.8","97.786","42.8884","100","100","74.27703","80.158","1.41","1.48","4.96",""
"APM","Aptorum Group Ltd Class A","428662199","-19.2","80.108","99.8","99.457","41.06743","0","0","34.2812","80.108","1.65","1.453","-11.94",""
"SEV","Sono Group NV","7756","-8.85","80.061","99.8","96.646","43.7359","80.10245","99.61145","65.33136","80.061","0.086","0.085","-1.16",""
"CDXC","Chromadex Corp","39797988","94","79.893","99.8","94.747","45.1323","50","99.88149","86.42931","79.893","3.51","5.86","66.95",""
"EGIO","Edgio Inc","38356308","-212625.8","79.595","99.8","96.598","42.38555","0","0","79.60265","79.595","0.03","0.03","0",""
"DRUG","Bright Minds Biosciences Inc","112922300","-2685.3","79.588","99.8","99.71","39.254","98.17599","99.92695","86.05131","79.588","48.25","48.18","-0.15",""
"GLMD","Galmed Pharmaceuticals Ltd","11515245054","100","79.553","99.8","96.519","42.33851","73.51759","66.5335","75.11487","79.553","3.97","3.24","-18.39",""
"MESO","Mesoblast Ltd","6319376","100","79.457","94.301","96.872","47.19663","100","100","52.01455","79.457","8.58","8.48","-1.17",""
"RGS","Regis Corporation","42470","100","79.402","99.8","98.003","40.40305","75.41222","96.56467","62.61231","79.402","24.19","22.78","-5.83",""
"CURI","Curiositystream Inc.","944359371","30.45","79.277","99.8","92.473","45.55703","90.78271","100","66.40379","79.277","2.64","2.39","-9.47",""
